frame,label
0,Downtime
1,Downtime
2,Downtime
3,Downtime
4,Downtime
5,Downtime
6,Downtime
7,Downtime
8,Downtime
9,Downtime
10,Downtime
11,Downtime
12,Downtime
13,Downtime
14,Downtime
15,Downtime
16,Downtime
17,Downtime
18,Downtime
19,Downtime
20,Downtime
21,Downtime
22,Downtime
23,Downtime
24,Downtime
25,Downtime
26,Downtime
27,Downtime
28,Downtime
29,Downtime
30,Downtime
31,Downtime
32,Downtime
33,Downtime
34,Downtime
35,Downtime
36,Downtime
37,Downtime
38,Downtime
39,Downtime
40,Downtime
41,Downtime
42,Downtime
43,Downtime
44,Downtime
45,Downtime
46,Downtime
47,Downtime
48,Downtime
49,Downtime
50,Downtime
51,Downtime
52,Downtime
53,Downtime
54,Downtime
55,Downtime
56,Downtime
57,Downtime
58,Downtime
59,Downtime
60,Downtime
61,Downtime
62,Downtime
63,Downtime
64,Downtime
65,Downtime
66,Downtime
67,Downtime
68,Downtime
69,Downtime
70,Downtime
71,Downtime
72,Downtime
73,Downtime
74,Downtime
75,Downtime
76,Downtime
77,Downtime
78,Downtime
79,Downtime
80,Downtime
81,Downtime
82,Downtime
83,Downtime
84,Downtime
85,Downtime
86,Downtime
87,Downtime
88,Downtime
89,Downtime
90,Downtime
91,Downtime
92,Downtime
93,Downtime
94,Downtime
95,Downtime
96,Downtime
97,Downtime
98,Downtime
99,Downtime
100,Downtime
101,Downtime
102,Downtime
103,Downtime
104,Downtime
105,Downtime
106,Downtime
107,Downtime
108,Downtime
109,Downtime
110,Downtime
111,Downtime
112,Downtime
113,Downtime
114,Downtime
115,Downtime
116,Downtime
117,Downtime
118,Downtime
119,Downtime
120,Downtime
121,Downtime
122,Downtime
123,Downtime
124,Downtime
125,Downtime
126,Downtime
127,Downtime
128,Downtime
129,Downtime
130,Downtime
131,Downtime
132,Downtime
133,Downtime
134,Downtime
135,Downtime
136,Downtime
137,Downtime
138,Downtime
139,Downtime
140,Downtime
141,Downtime
142,Downtime
143,Downtime
144,Downtime
145,Downtime
146,Downtime
147,Downtime
148,Downtime
149,Downtime
150,Downtime
151,Downtime
152,Downtime
153,Downtime
154,Downtime
155,Downtime
156,Downtime
157,Downtime
158,Downtime
159,Downtime
160,Downtime
161,Downtime
162,Rally
163,Rally
164,Rally
165,Rally
166,Rally
167,Rally
168,Rally
169,Rally
170,Rally
171,Rally
172,Rally
173,Rally
174,Rally
175,Rally
176,Rally
177,Rally
178,Rally
179,Rally
180,Rally
181,Rally
182,Rally
183,Rally
184,Rally
185,Rally
186,Rally
187,Rally
188,Rally
189,Rally
190,Rally
191,Rally
192,Rally
193,Rally
194,Rally
195,Rally
196,Rally
197,Rally
198,Rally
199,Rally
200,Rally
201,Rally
202,Rally
203,Rally
204,Rally
205,Rally
206,Rally
207,Rally
208,Rally
209,Rally
210,Rally
211,Rally
212,Rally
213,Rally
214,Rally
215,Rally
216,Rally
217,Rally
218,Rally
219,Rally
220,Rally
221,Rally
222,Rally
223,Rally
224,Rally
225,Rally
226,Rally
227,Rally
228,Rally
229,Rally
230,Rally
231,Rally
232,Rally
233,Rally
234,Rally
235,Rally
236,Rally
237,Rally
238,Rally
239,Rally
240,Rally
241,Rally
242,Rally
243,Rally
244,Rally
245,Rally
246,Rally
247,Rally
248,Rally
249,Rally
250,Rally
251,Rally
252,Rally
253,Rally
254,Rally
255,Rally
256,Rally
257,Rally
258,Rally
259,Rally
260,Rally
261,Rally
262,Rally
263,Rally
264,Rally
265,Rally
266,Rally
267,Rally
268,Rally
269,Rally
270,Rally
271,Rally
272,Rally
273,Rally
274,Rally
275,Rally
276,Rally
277,Rally
278,Rally
279,Rally
280,Rally
281,Rally
282,Rally
283,Rally
284,Rally
285,Rally
286,Rally
287,Rally
288,Rally
289,Rally
290,Rally
291,Rally
292,Rally
293,Rally
294,Rally
295,Rally
296,Rally
297,Rally
298,Rally
299,Rally
300,Rally
301,Rally
302,Rally
303,Rally
304,Rally
305,Rally
306,Rally
307,Rally
308,Rally
309,Rally
310,Rally
311,Rally
312,Rally
313,Rally
314,Rally
315,Rally
316,Rally
317,Rally
318,Rally
319,Rally
320,Rally
321,Rally
322,Rally
323,Rally
324,Rally
325,Rally
326,Rally
327,Rally
328,Rally
329,Rally
330,Rally
331,Rally
332,Rally
333,Rally
334,Rally
335,Rally
336,Rally
337,Rally
338,Rally
339,Rally
340,Rally
341,Rally
342,Rally
343,Rally
344,Rally
345,Rally
346,Rally
347,Rally
348,Rally
349,Rally
350,Rally
351,Rally
352,Rally
353,Rally
354,Rally
355,Rally
356,Rally
357,Rally
358,Rally
359,Rally
360,Rally
361,Rally
362,Rally
363,Rally
364,Rally
365,Rally
366,Rally
367,Rally
368,Rally
369,Rally
370,Rally
371,Rally
372,Rally
373,Rally
374,Rally
375,Rally
376,Downtime
377,Downtime
378,Downtime
379,Downtime
380,Downtime
381,Downtime
382,Downtime
383,Downtime
384,Downtime
385,Downtime
386,Downtime
387,Downtime
388,Downtime
389,Downtime
390,Downtime
391,Downtime
392,Downtime
393,Downtime
394,Downtime
395,Downtime
396,Downtime
397,Downtime
398,Downtime
399,Downtime
400,Downtime
401,Downtime
402,Downtime
403,Downtime
404,Downtime
405,Downtime
406,Downtime
407,Downtime
408,Downtime
409,Downtime
410,Downtime
411,Downtime
412,Downtime
413,Downtime
414,Downtime
415,Downtime
416,Downtime
417,Downtime
418,Downtime
419,Downtime
420,Downtime
421,Downtime
422,Downtime
423,Downtime
424,Downtime
425,Downtime
426,Downtime
427,Downtime
428,Downtime
429,Downtime
430,Downtime
431,Downtime
432,Downtime
433,Downtime
434,Downtime
435,Downtime
436,Downtime
437,Downtime
438,Downtime
439,Downtime
440,Downtime
441,Downtime
442,Downtime
443,Downtime
444,Downtime
445,Downtime
446,Downtime
447,Downtime
448,Downtime
449,Downtime
450,Downtime
451,Downtime
452,Downtime
453,Downtime
454,Downtime
455,Downtime
456,Downtime
457,Downtime
458,Downtime
459,Downtime
460,Downtime
461,Downtime
462,Downtime
463,Downtime
464,Downtime
465,Downtime
466,Downtime
467,Downtime
468,Downtime
469,Downtime
470,Downtime
471,Downtime
472,Downtime
473,Downtime
474,Downtime
475,Downtime
476,Downtime
477,Downtime
478,Downtime
479,Downtime
480,Downtime
481,Downtime
482,Downtime
483,Downtime
484,Downtime
485,Downtime
486,Downtime
487,Downtime
488,Downtime
489,Downtime
490,Downtime
491,Downtime
492,Downtime
493,Downtime
494,Downtime
495,Downtime
496,Downtime
497,Downtime
498,Downtime
499,Downtime
500,Downtime
501,Downtime
502,Downtime
503,Downtime
504,Downtime
505,Downtime
506,Downtime
507,Downtime
508,Downtime
509,Downtime
510,Downtime
511,Downtime
512,Downtime
513,Downtime
514,Downtime
515,Downtime
516,Downtime
517,Downtime
518,Downtime
519,Downtime
520,Downtime
521,Downtime
522,Downtime
523,Downtime
524,Downtime
525,Downtime
526,Downtime
527,Downtime
528,Downtime
529,Downtime
530,Downtime
531,Downtime
532,Downtime
533,Downtime
534,Downtime
535,Downtime
536,Downtime
537,Downtime
538,Downtime
539,Downtime
540,Downtime
541,Downtime
542,Downtime
543,Downtime
544,Downtime
545,Downtime
546,Downtime
547,Downtime
548,Downtime
549,Downtime
550,Downtime
551,Downtime
552,Downtime
553,Downtime
554,Downtime
555,Downtime
556,Downtime
557,Downtime
558,Downtime
559,Downtime
560,Downtime
561,Downtime
562,Downtime
563,Downtime
564,Downtime
565,Downtime
566,Downtime
567,Downtime
568,Downtime
569,Downtime
570,Downtime
571,Downtime
572,Downtime
573,Downtime
574,Downtime
575,Downtime
576,Downtime
577,Downtime
578,Downtime
579,Downtime
580,Downtime
581,Downtime
582,Downtime
583,Downtime
584,Downtime
585,Downtime
586,Downtime
587,Downtime
588,Downtime
589,Downtime
590,Downtime
591,Downtime
592,Downtime
593,Downtime
594,Downtime
595,Downtime
596,Downtime
597,Downtime
598,Downtime
599,Downtime
600,Downtime
601,Downtime
602,Downtime
603,Downtime
604,Downtime
605,Downtime
606,Downtime
607,Downtime
608,Downtime
609,Downtime
610,Downtime
611,Downtime
612,Downtime
613,Downtime
614,Downtime
615,Downtime
616,Downtime
617,Downtime
618,Downtime
619,Downtime
620,Downtime
621,Downtime
622,Downtime
623,Downtime
624,Downtime
625,Downtime
626,Downtime
627,Downtime
628,Downtime
629,Downtime
630,Downtime
631,Downtime
632,Downtime
633,Downtime
634,Downtime
635,Downtime
636,Downtime
637,Downtime
638,Downtime
639,Downtime
640,Downtime
641,Downtime
642,Downtime
643,Downtime
644,Downtime
645,Downtime
646,Downtime
647,Downtime
648,Downtime
649,Downtime
650,Downtime
651,Downtime
652,Downtime
653,Downtime
654,Downtime
655,Downtime
656,Downtime
657,Downtime
658,Downtime
659,Downtime
660,Downtime
661,Downtime
662,Downtime
663,Downtime
664,Downtime
665,Downtime
666,Downtime
667,Downtime
668,Downtime
669,Downtime
670,Downtime
671,Downtime
672,Downtime
673,Downtime
674,Downtime
675,Downtime
676,Downtime
677,Downtime
678,Downtime
679,Downtime
680,Downtime
681,Downtime
682,Downtime
683,Downtime
684,Downtime
685,Downtime
686,Downtime
687,Downtime
688,Downtime
689,Downtime
690,Downtime
691,Downtime
692,Downtime
693,Downtime
694,Downtime
695,Downtime
696,Downtime
697,Downtime
698,Downtime
699,Downtime
700,Downtime
701,Downtime
702,Downtime
703,Downtime
704,Downtime
705,Downtime
706,Downtime
707,Downtime
708,Downtime
709,Downtime
710,Downtime
711,Downtime
712,Downtime
713,Downtime
714,Downtime
715,Downtime
716,Downtime
717,Downtime
718,Downtime
719,Downtime
720,Downtime
721,Downtime
722,Downtime
723,Downtime
724,Downtime
725,Downtime
726,Downtime
727,Downtime
728,Downtime
729,Downtime
730,Downtime
731,Downtime
732,Downtime
733,Downtime
734,Downtime
735,Downtime
736,Downtime
737,Downtime
738,Downtime
739,Downtime
740,Downtime
741,Downtime
742,Downtime
743,Downtime
744,Downtime
745,Downtime
746,Downtime
747,Downtime
748,Downtime
749,Downtime
750,Downtime
751,Downtime
752,Downtime
753,Downtime
754,Downtime
755,Downtime
756,Downtime
757,Downtime
758,Downtime
759,Downtime
760,Downtime
761,Downtime
762,Downtime
763,Downtime
764,Downtime
765,Downtime
766,Downtime
767,Downtime
768,Downtime
769,Downtime
770,Downtime
771,Downtime
772,Downtime
773,Downtime
774,Downtime
775,Downtime
776,Downtime
777,Downtime
778,Downtime
779,Downtime
780,Downtime
781,Downtime
782,Downtime
783,Downtime
784,Downtime
785,Downtime
786,Downtime
787,Downtime
788,Downtime
789,Downtime
790,Downtime
791,Downtime
792,Downtime
793,Downtime
794,Downtime
795,Downtime
796,Downtime
797,Downtime
798,Downtime
799,Downtime
800,Downtime
801,Downtime
802,Downtime
803,Downtime
804,Downtime
805,Downtime
806,Downtime
807,Downtime
808,Downtime
809,Downtime
810,Downtime
811,Downtime
812,Downtime
813,Downtime
814,Downtime
815,Downtime
816,Downtime
817,Downtime
818,Downtime
819,Downtime
820,Downtime
821,Downtime
822,Downtime
823,Downtime
824,Downtime
825,Downtime
826,Downtime
827,Downtime
828,Downtime
829,Downtime
830,Downtime
831,Downtime
832,Downtime
833,Downtime
834,Downtime
835,Downtime
836,Downtime
837,Downtime
838,Downtime
839,Downtime
840,Downtime
841,Downtime
842,Downtime
843,Downtime
844,Downtime
845,Downtime
846,Downtime
847,Downtime
848,Downtime
849,Downtime
850,Downtime
851,Downtime
852,Downtime
853,Downtime
854,Downtime
855,Downtime
856,Downtime
857,Downtime
858,Downtime
859,Downtime
860,Downtime
861,Downtime
862,Downtime
863,Downtime
864,Downtime
865,Downtime
866,Downtime
867,Downtime
868,Downtime
869,Downtime
870,Downtime
871,Downtime
872,Downtime
873,Downtime
874,Downtime
875,Downtime
876,Downtime
877,Downtime
878,Downtime
879,Downtime
880,Downtime
881,Downtime
882,Downtime
883,Downtime
884,Downtime
885,Downtime
886,Downtime
887,Downtime
888,Downtime
889,Downtime
890,Downtime
891,Downtime
892,Downtime
893,Downtime
894,Downtime
895,Downtime
896,Downtime
897,Downtime
898,Downtime
899,Downtime
900,Downtime
901,Downtime
902,Downtime
903,Downtime
904,Downtime
905,Downtime
906,Downtime
907,Downtime
908,Downtime
909,Downtime
910,Downtime
911,Downtime
912,Downtime
913,Downtime
914,Downtime
915,Downtime
916,Downtime
917,Downtime
918,Downtime
919,Downtime
920,Downtime
921,Downtime
922,Downtime
923,Downtime
924,Downtime
925,Downtime
926,Downtime
927,Downtime
928,Downtime
929,Downtime
930,Downtime
931,Downtime
932,Downtime
933,Downtime
934,Downtime
935,Downtime
936,Downtime
937,Downtime
938,Downtime
939,Downtime
940,Downtime
941,Downtime
942,Downtime
943,Downtime
944,Downtime
945,Downtime
946,Downtime
947,Downtime
948,Downtime
949,Downtime
950,Downtime
951,Downtime
952,Downtime
953,Downtime
954,Downtime
955,Downtime
956,Downtime
957,Downtime
958,Downtime
959,Downtime
960,Downtime
961,Downtime
962,Downtime
963,Downtime
964,Downtime
965,Downtime
966,Downtime
967,Downtime
968,Downtime
969,Downtime
970,Downtime
971,Downtime
972,Downtime
973,Downtime
974,Downtime
975,Downtime
976,Downtime
977,Downtime
978,Downtime
979,Downtime
980,Downtime
981,Downtime
982,Downtime
983,Downtime
984,Downtime
985,Downtime
986,Downtime
987,Downtime
988,Downtime
989,Downtime
990,Downtime
991,Downtime
992,Downtime
993,Downtime
994,Downtime
995,Downtime
996,Downtime
997,Downtime
998,Downtime
999,Downtime
1000,Downtime
1001,Downtime
1002,Downtime
1003,Downtime
1004,Rally
1005,Rally
1006,Rally
1007,Rally
1008,Rally
1009,Rally
1010,Rally
1011,Rally
1012,Rally
1013,Rally
1014,Rally
1015,Rally
1016,Rally
1017,Rally
1018,Rally
1019,Rally
1020,Rally
1021,Rally
1022,Rally
1023,Rally
1024,Rally
1025,Rally
1026,Rally
1027,Rally
1028,Rally
1029,Rally
1030,Rally
1031,Rally
1032,Rally
1033,Rally
1034,Rally
1035,Rally
1036,Rally
1037,Rally
1038,Rally
1039,Rally
1040,Rally
1041,Rally
1042,Rally
1043,Rally
1044,Rally
1045,Rally
1046,Rally
1047,Rally
1048,Rally
1049,Rally
1050,Rally
1051,Rally
1052,Rally
1053,Rally
1054,Rally
1055,Rally
1056,Rally
1057,Rally
1058,Rally
1059,Rally
1060,Rally
1061,Rally
1062,Rally
1063,Rally
1064,Rally
1065,Rally
1066,Rally
1067,Rally
1068,Rally
1069,Rally
1070,Rally
1071,Rally
1072,Rally
1073,Rally
1074,Rally
1075,Rally
1076,Rally
1077,Rally
1078,Rally
1079,Rally
1080,Rally
1081,Rally
1082,Rally
1083,Rally
1084,Rally
1085,Rally
1086,Rally
1087,Rally
1088,Rally
1089,Rally
1090,Rally
1091,Rally
1092,Rally
1093,Rally
1094,Rally
1095,Rally
1096,Rally
1097,Rally
1098,Rally
1099,Rally
1100,Rally
1101,Rally
1102,Rally
1103,Rally
1104,Rally
1105,Rally
1106,Rally
1107,Rally
1108,Rally
1109,Rally
1110,Rally
1111,Rally
1112,Rally
1113,Rally
1114,Rally
1115,Rally
1116,Rally
1117,Rally
1118,Rally
1119,Rally
1120,Rally
1121,Rally
1122,Rally
1123,Rally
1124,Rally
1125,Rally
1126,Rally
1127,Rally
1128,Rally
1129,Rally
1130,Rally
1131,Rally
1132,Rally
1133,Rally
1134,Rally
1135,Rally
1136,Rally
1137,Rally
1138,Rally
1139,Rally
1140,Rally
1141,Rally
1142,Rally
1143,Rally
1144,Rally
1145,Rally
1146,Rally
1147,Rally
1148,Rally
1149,Rally
1150,Rally
1151,Rally
1152,Rally
1153,Rally
1154,Rally
1155,Rally
1156,Rally
1157,Rally
